,x,y,pen,strokeID,sketchID,photoID
17037,56.00001,291.10002,2,1,1,n02691156_196
17038,60.3045,296.00001,2,1,1,n02691156_196
17039,91.34735,299.00001,2,1,1,n02691156_196
17040,119.65266,294.0,2,1,1,n02691156_196
17041,228.31465,288.99866,2,1,1,n02691156_196
17042,282.99998,280.0,2,1,1,n02691156_196
17043,431.40449,273.00449,2,1,1,n02691156_196
17044,543.17468,276.57467,2,1,1,n02691156_196
17045,418.60449,219.0,1,2,1,n02691156_196
17046,506.54732,218.0045,2,2,1,n02691156_196
17047,591.09999,223.99984,2,2,1,n02691156_196
17048,600.00003,218.32134,2,2,1,n02691156_196
17049,598.64737,230.94734,2,2,1,n02691156_196
17050,592.16672,239.00002,2,2,1,n02691156_196
17051,542.20003,274.00002,2,2,1,n02691156_196
17052,482.31732,210.11467,1,3,1,n02691156_196
17053,502.51334,192.48531,2,3,1,n02691156_196
17054,518.66668,168.33329,2,3,1,n02691156_196
17055,539.35264,108.05263,2,3,1,n02691156_196
17056,547.40001,99.99996,2,3,1,n02691156_196
17057,588.0,118.09994,2,3,1,n02691156_196
17058,581.94281,217.64282,2,3,1,n02691156_196
17059,539.70001,156.0,1,4,1,n02691156_196
17060,543.29998,156.0,2,4,1,n02691156_196
17061,539.00134,160.48399,1,5,1,n02691156_196
17062,540.16669,181.66668,2,5,1,n02691156_196
17063,545.00001,155.19999,2,5,1,n02691156_196
17064,554.59998,153.0,1,6,1,n02691156_196
17065,560.29999,154.0,2,6,1,n02691156_196
17066,553.0,157.48534,1,7,1,n02691156_196
17067,555.0,180.22851,2,7,1,n02691156_196
17068,562.64734,155.94733,2,7,1,n02691156_196
17069,570.59998,160.0,1,8,1,n02691156_196
17070,573.29999,160.0,2,8,1,n02691156_196
17071,569.0,165.39999,1,9,1,n02691156_196
17072,567.05719,183.34815,2,9,1,n02691156_196
17073,575.42535,160.02532,2,9,1,n02691156_196
17074,163.0,252.7,1,10,1,n02691156_196
17075,164.0,259.29998,2,10,1,n02691156_196
17076,184.0,251.3,1,11,1,n02691156_196
17077,185.01066,254.4,2,11,1,n02691156_196
17078,204.0045,247.65717,1,12,1,n02691156_196
17079,206.0,255.80001,2,12,1,n02691156_196
17080,224.91467,248.28667,1,13,1,n02691156_196
17081,225.94283,251.35717,2,13,1,n02691156_196
17082,412.94284,239.3,1,14,1,n02691156_196
17083,413.0,243.69999,2,14,1,n02691156_196
17084,433.00015,238.32133,1,15,1,n02691156_196
17085,434.0,242.5,2,15,1,n02691156_196
17086,458.0,234.48534,1,16,1,n02691156_196
17087,458.99865,244.80133,2,16,1,n02691156_196
17088,478.0,237.60001,1,17,1,n02691156_196
17089,478.0,238.4,2,17,1,n02691156_196
17090,586.59998,242.364,1,18,1,n02691156_196
17091,552.97468,261.61066,2,18,1,n02691156_196
17092,543.0,276.20001,2,18,1,n02691156_196
17093,542.38531,244.98933,1,19,1,n02691156_196
17094,619.08397,266.19866,2,19,1,n02691156_196
17095,588.00529,268.88567,2,19,1,n02691156_196
17096,573.34733,263.05715,2,19,1,n02691156_196
17097,517.6526,255.00001,2,19,1,n02691156_196
17098,587.90002,240.2215,1,20,1,n02691156_196
17099,573.43598,252.02533,2,20,1,n02691156_196
17100,553.82532,264.14932,1,21,1,n02691156_196
17101,528.65264,277.00001,2,21,1,n02691156_196
17102,251.07851,254.0,1,22,1,n02691156_196
17103,361.69998,257.00001,2,22,1,n02691156_196
17104,321.772,221.284,1,23,1,n02691156_196
17105,394.34731,227.0,2,23,1,n02691156_196
17106,320.46167,227.05716,1,24,1,n02691156_196
17107,351.29998,234.0,2,24,1,n02691156_196
17108,390.39998,234.0,2,24,1,n02691156_196
17109,126.5,244.5,1,25,1,n02691156_196
17110,126.284,254.8,2,25,1,n02691156_196
17111,114.90001,264.87866,2,25,1,n02691156_196
17112,70.0,273.99999,2,25,1,n02691156_196
17113,533.70001,161.0,1,26,1,n02691156_196
17114,533.70001,161.0,2,26,1,n02691156_196
17115,578.8,167.0,1,27,1,n02691156_196
17116,578.8,167.0,2,27,1,n02691156_196
17117,199.10347,241.88889,1,0,2,n02691156_196
17118,170.76798,244.86739,2,0,2,n02691156_196
17119,160.18616,256.69956,2,0,2,n02691156_196
17120,158.208,274.58889,2,0,2,n02691156_196
17121,172.57499,284.83171,2,0,2,n02691156_196
17122,216.58749,286.60488,2,0,2,n02691156_196
17123,204.19896,241.88889,1,1,2,n02691156_196
17124,359.9888,255.80357,2,1,2,n02691156_196
17125,442.48399,255.12723,2,1,2,n02691156_196
17126,454.5008,250.94757,2,1,2,n02691156_196
17127,483.26881,226.86357,2,1,2,n02691156_196
17128,512.8528,187.40088,2,1,2,n02691156_196
17129,525.00348,163.93057,2,1,2,n02691156_196
17130,533.5395,255.44222,2,1,2,n02691156_196
17131,556.82484,259.88889,2,1,2,n02691156_196
17132,217.61813,284.89023,1,2,2,n02691156_196
17133,236.70614,292.32089,2,2,2,n02691156_196
17134,363.35416,315.88756,2,2,2,n02691156_196
17135,485.36215,306.60491,2,2,2,n02691156_196
17136,527.86067,289.94608,2,2,2,n02691156_196
17137,564.50349,365.41742,2,2,2,n02691156_196
17138,562.93415,335.80224,2,2,2,n02691156_196
17139,547.18194,297.0104,2,2,2,n02691156_196
17140,531.45532,265.18357,1,3,2,n02691156_196
17141,528.11413,272.2529,2,3,2,n02691156_196
17142,296.33679,245.05556,1,4,2,n02691156_196
17143,251.54514,171.36805,2,4,2,n02691156_196
17144,252.04663,157.88971,2,4,2,n02691156_196
17145,340.06213,214.81688,2,4,2,n02691156_196
17146,371.98261,243.88889,2,4,2,n02691156_196
17147,320.30481,317.29023,1,5,2,n02691156_196
17148,349.83679,391.22225,2,5,2,n02691156_196
17149,366.5035,420.28476,2,5,2,n02691156_196
17150,389.85619,323.23627,2,5,2,n02691156_196
17151,170.04513,252.88889,1,6,2,n02691156_196
17152,216.4618,263.36805,2,6,2,n02691156_196
17153,177.19012,266.8889,2,6,2,n02691156_196
17154,162.85278,262.92491,2,6,2,n02691156_196
17155,120.7,165.66667,1,0,3,n02691156_196
17156,164.50001,159.66667,2,0,3,n02691156_196
17157,226.39867,166.66668,2,0,3,n02691156_196
17158,283.83334,158.66668,2,0,3,n02691156_196
17159,467.5209,156.64583,2,0,3,n02691156_196
17160,485.0209,145.60416,2,0,3,n02691156_196
17161,510.63839,115.32833,2,0,3,n02691156_196
17162,518.00007,93.37198,2,0,3,n02691156_196
17163,517.01075,59.27731,2,0,3,n02691156_196
17164,562.42543,53.71332,2,0,3,n02691156_196
17165,564.00008,85.02382,2,0,3,n02691156_196
17166,549.83338,151.66668,2,0,3,n02691156_196
17167,510.00139,218.38265,2,0,3,n02691156_196
17168,484.45687,228.66666,2,0,3,n02691156_196
17169,443.45839,236.66665,2,0,3,n02691156_196
17170,265.31604,230.66664,2,0,3,n02691156_196
17171,159.48537,234.66665,2,0,3,n02691156_196
17172,107.77204,222.86665,2,0,3,n02691156_196
17173,90.70989,210.67198,2,0,3,n02691156_196
17174,88.00006,187.23464,2,0,3,n02691156_196
17175,91.87872,177.68831,2,0,3,n02691156_196
17176,105.51739,166.95063,2,0,3,n02691156_196
17177,124.53389,162.66664,2,0,3,n02691156_196
17178,133.0,167.06666,1,1,3,n02691156_196
17179,120.39867,188.18399,2,1,3,n02691156_196
17180,91.83334,193.66666,2,1,3,n02691156_196
17181,512.70001,96.3095,1,2,3,n02691156_196
17182,481.191,85.02384,2,2,3,n02691156_196
17183,446.80131,82.75333,2,2,3,n02691156_196
17184,449.16664,90.66667,2,2,3,n02691156_196
17185,466.61063,104.24135,2,2,3,n02691156_196
17186,506.08264,111.66669,2,2,3,n02691156_196
17187,560.5,100.64583,1,3,3,n02691156_196
17188,613.71464,114.752,2,3,3,n02691156_196
17189,604.79995,122.668,2,3,3,n02691156_196
17190,580.56796,130.66667,2,3,3,n02691156_196
17191,564.64816,130.66667,2,3,3,n02691156_196
17192,556.77865,125.78801,2,3,3,n02691156_196
17193,194.284,174.38133,1,4,3,n02691156_196
17194,183.99999,201.66668,2,4,3,n02691156_196
17195,203.19998,207.66668,2,4,3,n02691156_196
17196,207.99998,203.36668,2,4,3,n02691156_196
17197,207.99998,175.18752,2,4,3,n02691156_196
17198,205.83331,170.83335,2,4,3,n02691156_196
17199,193.19998,170.66535,2,4,3,n02691156_196
17200,230.0,175.10266,1,5,3,n02691156_196
17201,233.0,174.66667,2,5,3,n02691156_196
17202,228.57466,176.67734,2,5,3,n02691156_196
17203,228.436,184.092,2,5,3,n02691156_196
17204,241.19867,185.66668,2,5,3,n02691156_196
17205,242.7785,177.56684,2,5,3,n02691156_196
17206,232.80133,175.66801,2,5,3,n02691156_196
17207,235.84666,179.26667,2,5,3,n02691156_196
17208,256.436,175.66667,1,6,3,n02691156_196
17209,251.98933,177.10266,2,6,3,n02691156_196
17210,251.35266,184.6095,2,6,3,n02691156_196
17211,262.96399,187.24133,2,6,3,n02691156_196
17212,264.0,179.96218,2,6,3,n02691156_196
17213,256.48402,175.58268,2,6,3,n02691156_196
17214,277.2955,176.66667,1,7,3,n02691156_196
17215,274.08533,184.38133,2,7,3,n02691156_196
17216,282.87866,186.6665,2,7,3,n02691156_196
17217,283.91467,181.86534,2,7,3,n02691156_196
17218,278.52084,178.64583,2,7,3,n02691156_196
17219,299.16666,176.83333,1,8,3,n02691156_196
17220,286.17066,179.468,2,8,3,n02691156_196
17221,295.75734,186.44532,2,8,3,n02691156_196
17222,301.91469,182.38132,2,8,3,n02691156_196
17223,300.00002,178.14581,2,8,3,n02691156_196
17224,319.0,176.66667,1,9,3,n02691156_196
17225,310.0,177.37117,2,9,3,n02691156_196
17226,311.0,184.66667,2,9,3,n02691156_196
17227,318.57468,184.056,2,9,3,n02691156_196
17228,318.64734,179.71933,2,9,3,n02691156_196
17229,335.2955,177.66667,1,10,3,n02691156_196
17230,329.0,178.5,2,10,3,n02691156_196
17231,329.64282,184.66217,2,10,3,n02691156_196
17232,337.75718,184.6665,2,10,3,n02691156_196
17233,340.00001,180.64133,2,10,3,n02691156_196
17234,328.08534,174.66799,2,10,3,n02691156_196
17235,352.0,174.66667,1,11,3,n02691156_196
17236,346.7045,174.66667,2,11,3,n02691156_196
17237,344.00001,181.1875,2,11,3,n02691156_196
17238,352.16666,184.5,2,11,3,n02691156_196
17239,353.0,176.66667,2,11,3,n02691156_196
17240,108.28533,176.58133,1,12,3,n02691156_196
17241,103.83333,174.66667,2,12,3,n02691156_196
17242,102.16665,181.5,2,12,3,n02691156_196
17243,109.35265,182.66217,2,12,3,n02691156_196
17244,109.99998,179.468,2,12,3,n02691156_196
17245,106.28533,176.66667,1,13,3,n02691156_196
17246,95.71466,174.66667,2,13,3,n02691156_196
17247,102.0,186.67734,1,14,3,n02691156_196
17248,102.0,191.96666,2,14,3,n02691156_196
17249,98.036,185.24133,1,15,3,n02691156_196
17250,97.64734,182.72383,2,15,3,n02691156_196
17251,97.564,188.66667,1,16,3,n02691156_196
17252,87.88534,185.468,2,16,3,n02691156_196
17253,364.0,175.10266,1,17,3,n02691156_196
17254,360.05716,186.30949,2,17,3,n02691156_196
17255,366.71601,184.668,2,17,3,n02691156_196
17256,366.17065,172.46801,2,17,3,n02691156_196
17257,378.28534,176.09866,1,18,3,n02691156_196
17258,376.00015,182.888,2,18,3,n02691156_196
17259,382.436,183.69201,2,18,3,n02691156_196
17260,382.61065,173.65601,2,18,3,n02691156_196
17261,419.88565,175.37117,1,19,3,n02691156_196
17262,412.0,184.83334,2,19,3,n02691156_196
17263,414.00015,200.88801,2,19,3,n02691156_196
17264,421.87866,206.66668,2,19,3,n02691156_196
17265,437.57467,202.63067,2,19,3,n02691156_196
17266,437.97915,169.18751,2,19,3,n02691156_196
17267,424.90015,164.66668,2,19,3,n02691156_196
17268,416.99998,179.06668,2,19,3,n02691156_196
17269,420.91467,185.38266,1,20,3,n02691156_196
17270,420.12149,185.888,2,20,3,n02691156_196
17271,192.0,187.86534,1,21,3,n02691156_196
17272,192.0,187.86534,2,21,3,n02691156_196
17273,340.64734,152.01849,1,22,3,n02691156_196
17274,324.71468,93.18268,2,22,3,n02691156_196
17275,309.77852,84.66701,2,22,3,n02691156_196
17276,296.03602,106.64135,2,22,3,n02691156_196
17277,279.47918,155.64585,2,22,3,n02691156_196
17278,270.87069,160.44669,2,22,3,n02691156_196
17279,338.0,235.36667,1,23,3,n02691156_196
17280,335.64282,263.96668,2,23,3,n02691156_196
17281,320.19868,324.26668,2,23,3,n02691156_196
17282,308.61068,345.05602,2,23,3,n02691156_196
17283,293.14935,346.65603,2,23,3,n02691156_196
17284,284.16668,329.66667,2,23,3,n02691156_196
17285,278.00003,298.96669,2,23,3,n02691156_196
17286,278.00003,226.95201,2,23,3,n02691156_196
17287,464.51068,205.0,1,0,4,n02691156_196
17288,329.03598,204.108,2,0,4,n02691156_196
17289,281.82534,214.55332,2,0,4,n02691156_196
17290,250.69333,214.99999,2,0,4,n02691156_196
17291,240.89999,215.0,1,1,4,n02691156_196
17292,173.80003,216.48534,2,1,4,n02691156_196
17293,81.9792,256.04166,2,1,4,n02691156_196
17294,75.14267,264.85733,1,2,4,n02691156_196
17295,60.84668,280.84667,2,2,4,n02691156_196
17296,56.12151,293.19983,2,2,4,n02691156_196
17297,57.22134,308.60001,2,2,4,n02691156_196
17298,69.91734,311.71601,2,2,4,n02691156_196
17299,189.99998,312.83334,2,2,4,n02691156_196
17300,278.88395,296.08532,2,2,4,n02691156_196
17301,329.39862,293.71466,2,2,4,n02691156_196
17302,335.65866,292.0,1,3,4,n02691156_196
17303,399.50002,289.23833,2,3,4,n02691156_196
17304,516.8467,254.32799,2,3,4,n02691156_196
17305,580.88135,207.42531,2,3,4,n02691156_196
17306,530.6507,209.99998,2,3,4,n02691156_196
17307,496.34732,206.99998,2,3,4,n02691156_196
17308,506.08334,203.45833,1,4,4,n02691156_196
17309,570.20131,109.00002,2,4,4,n02691156_196
17310,596.64277,108.05718,2,4,4,n02691156_196
17311,596.92792,121.03601,2,4,4,n02691156_196
17312,564.29992,189.63833,2,4,4,n02691156_196
17313,465.5625,201.0,1,5,4,n02691156_196
17314,498.79868,201.0,2,5,4,n02691156_196
17315,481.21884,227.0,1,6,4,n02691156_196
17316,590.66669,228.0,2,6,4,n02691156_196
17317,487.97517,227.94285,2,6,4,n02691156_196
17318,241.60417,244.97917,1,7,4,n02691156_196
17319,289.51733,239.17067,2,7,4,n02691156_196
17320,356.62934,239.0,2,7,4,n02691156_196
17321,290.29999,239.0,2,7,4,n02691156_196
17322,352.69101,230.00001,2,7,4,n02691156_196
17323,253.58333,237.02083,1,8,4,n02691156_196
17324,369.95834,279.45836,2,8,4,n02691156_196
17325,532.04816,310.70002,2,8,4,n02691156_196
17326,360.49335,224.0,1,9,4,n02691156_196
17327,487.9747,237.21064,2,9,4,n02691156_196
17328,610.2429,272.05261,2,9,4,n02691156_196
17329,553.11474,289.99993,2,9,4,n02691156_196
17330,519.31341,282.08527,2,9,4,n02691156_196
17331,448.25723,276.94277,2,9,4,n02691156_196
17332,289.10906,251.6954,2,9,4,n02691156_196
17333,325.0,260.60001,1,10,4,n02691156_196
17334,326.0,284.00001,2,10,4,n02691156_196
17335,346.20017,295.87851,2,10,4,n02691156_196
17336,359.22536,295.35333,2,10,4,n02691156_196
17337,365.59551,290.39999,2,10,4,n02691156_196
17338,370.64284,270.39998,2,10,4,n02691156_196
17339,363.00001,262.22149,2,10,4,n02691156_196
17340,363.14267,296.12798,2,10,4,n02691156_196
17341,340.56933,309.82934,2,10,4,n02691156_196
17342,327.81066,308.67065,2,10,4,n02691156_196
17343,322.44664,296.564,2,10,4,n02691156_196
17344,321.99998,280.33335,2,10,4,n02691156_196
17345,332.16663,256.50001,2,10,4,n02691156_196
17346,340.99998,256.83601,2,10,4,n02691156_196
17347,341.8645,304.0,1,11,4,n02691156_196
17348,384.0955,303.88568,2,11,4,n02691156_196
17349,432.22139,273.12135,2,11,4,n02691156_196
17350,265.0,303.48532,1,12,4,n02691156_196
17351,265.03601,319.564,2,12,4,n02691156_196
17352,268.57467,323.02533,2,12,4,n02691156_196
17353,286.83334,324.0,2,12,4,n02691156_196
17354,287.96399,306.37467,2,12,4,n02691156_196
17355,282.71466,297.16935,2,12,4,n02691156_196
17356,280.05716,303.75267,2,12,4,n02691156_196
17357,284.63835,321.30001,2,12,4,n02691156_196
17358,277.52085,324.02086,2,12,4,n02691156_196
17359,291.79998,324.96401,2,12,4,n02691156_196
17360,322.83835,309.4,2,12,4,n02691156_196
17361,334.24283,298.40452,2,12,4,n02691156_196
17362,127.3375,309.90085,1,13,4,n02691156_196
17363,117.02083,322.50001,2,13,4,n02691156_196
17364,116.35332,329.98933,2,13,4,n02691156_196
17365,109.0045,335.40001,2,13,4,n02691156_196
17366,109.71433,343.24285,2,13,4,n02691156_196
17367,122.34282,344.23837,2,13,4,n02691156_196
17368,125.99098,329.40453,2,13,4,n02691156_196
17369,112.49999,326.04167,2,13,4,n02691156_196
17370,531.5,309.16666,1,14,4,n02691156_196
17371,574.04285,294.24282,2,14,4,n02691156_196
17372,606.36402,276.61065,2,14,4,n02691156_196
17373,327.76801,221.10133,1,0,0,n02691156_2084
17374,304.02531,237.36132,2,0,0,n02691156_2084
17375,300.28532,244.29732,2,0,0,n02691156_2084
17376,303.49998,251.16665,2,0,0,n02691156_2084
17377,287.52083,274.02081,2,0,0,n02691156_2084
17378,294.70001,281.4383,2,0,0,n02691156_2084
17379,338.40001,257.04666,2,0,0,n02691156_2084
17380,331.0,214.84734,1,1,0,n02691156_2084
17381,338.2955,201.50451,2,1,0,n02691156_2084
17382,291.54283,200.44285,2,1,0,n02691156_2084
17383,260.75715,192.49549,2,1,0,n02691156_2084
17384,230.12147,173.39981,2,1,0,n02691156_2084
17385,232.48663,175.07199,2,1,0,n02691156_2084
17386,229.99996,170.98398,2,1,0,n02691156_2084
17387,234.97196,165.41599,2,1,0,n02691156_2084
17388,267.45712,157.49998,2,1,0,n02691156_2084
17389,311.31464,166.21463,2,1,0,n02691156_2084
17390,350.99998,166.99997,2,1,0,n02691156_2084
17391,386.71332,150.69997,2,1,0,n02691156_2084
17392,381.07195,146.89997,2,1,0,n02691156_2084
17393,393.70445,127.79998,2,1,0,n02691156_2084
17394,408.79994,117.58531,2,1,0,n02691156_2084
17395,419.42261,125.29465,2,1,0,n02691156_2084
17396,417.79993,129.89865,2,1,0,n02691156_2084
17397,394.8998,155.04281,2,1,0,n02691156_2084
17398,381.42527,177.60264,2,1,0,n02691156_2084
17399,429.69997,173.85264,2,1,0,n02691156_2084
17400,448.22146,152.62149,2,1,0,n02691156_2084
17401,461.19998,154.49999,2,1,0,n02691156_2084
17402,462.99997,158.29865,2,1,0,n02691156_2084
17403,459.0253,167.86399,2,1,0,n02691156_2084
17404,449.29995,168.55714,2,1,0,n02691156_2084
17405,440.28396,183.29999,2,1,0,n02691156_2084
17406,459.29999,167.5045,1,2,0,n02691156_2084
17407,456.0,166.5,2,2,0,n02691156_2084
17408,461.47916,169.0,2,2,0,n02691156_2084
17409,460.47915,176.5,2,2,0,n02691156_2084
17410,426.90016,216.49983,2,2,0,n02691156_2084
17411,415.99998,211.73532,2,2,0,n02691156_2084
17412,419.49998,193.99998,2,2,0,n02691156_2084
17413,407.79997,198.46398,2,2,0,n02691156_2084
17414,370.43597,199.572,2,2,0,n02691156_2084
17415,333.89013,240.17633,2,2,0,n02691156_2084
17416,271.68399,167.216,1,3,0,n02691156_2084
17417,276.35183,167.78565,2,3,0,n02691156_2084
17418,403.81433,230.64734,1,0,1,n02691156_2084
17419,275.60001,207.8293,2,0,1,n02691156_2084
17420,224.54734,194.00897,2,0,1,n02691156_2084
17421,187.70035,189.99996,2,0,1,n02691156_2084
17422,147.69551,190.00896,2,0,1,n02691156_2084
17423,130.11469,200.71596,2,0,1,n02691156_2084
17424,100.97916,210.02079,2,0,1,n02691156_2084
17425,95.00134,220.11329,2,0,1,n02691156_2084
17426,107.00002,229.49997,2,0,1,n02691156_2084
17427,196.00004,249.8333,2,0,1,n02691156_2084
17428,267.21471,254.42532,2,0,1,n02691156_2084
17429,332.02091,272.95833,2,0,1,n02691156_2084
17430,403.75723,285.00001,2,0,1,n02691156_2084
17431,503.17471,286.00001,2,0,1,n02691156_2084
17432,426.02084,235.04167,1,1,1,n02691156_2084
17433,473.82533,255.02132,2,1,1,n02691156_2084
17434,504.35264,277.94732,2,1,1,n02691156_2084
17435,417.16666,230.33333,1,2,1,n02691156_2084
17436,459.45835,183.47919,2,2,1,n02691156_2084
17437,475.70983,157.05718,2,2,1,n02691156_2084
17438,506.64816,160.00453,2,2,1,n02691156_2084
17439,508.0,177.39553,2,2,1,n02691156_2084
17440,493.00001,264.34735,2,2,1,n02691156_2084
17441,437.49066,280.996,1,3,1,n02691156_2084
17442,445.0,278.0,2,3,1,n02691156_2084
17443,437.49066,280.996,2,3,1,n02691156_2084
17444,431.38535,266.0,1,4,1,n02691156_2084
17445,466.19549,265.04368,2,4,1,n02691156_2084
17446,538.1667,247.00001,2,4,1,n02691156_2084
17447,561.232,250.00001,2,4,1,n02691156_2084
17448,477.04166,282.0,1,5,1,n02691156_2084
17449,573.47921,258.50001,2,5,1,n02691156_2084
17450,573.7427,254.98534,2,5,1,n02691156_2084
17451,560.34738,250.05716,2,5,1,n02691156_2084
17452,443.81351,271.009,1,6,1,n02691156_2084
17453,483.66666,274.99998,2,6,1,n02691156_2084
17454,137.64301,204.00017,1,7,1,n02691156_2084
17455,158.14401,208.08268,2,7,1,n02691156_2084
17456,145.69467,201.0,1,8,1,n02691156_2084
17457,162.73552,205.09984,2,8,1,n02691156_2084
17458,139.39999,201.0,1,9,1,n02691156_2084
17459,149.65267,202.70534,2,9,1,n02691156_2084
17460,144.0,246.0,1,10,1,n02691156_2084
17461,144.0,259.16666,2,10,1,n02691156_2084
17462,144.75717,262.0,1,11,1,n02691156_2084
17463,149.0,267.0,2,11,1,n02691156_2084
17464,143.00133,262.97198,2,11,1,n02691156_2084
17465,143.2215,271.19967,2,11,1,n02691156_2084
17466,150.12801,272.928,2,11,1,n02691156_2084
17467,150.9375,268.02084,2,11,1,n02691156_2084
17468,146.83333,266.99999,2,11,1,n02691156_2084
17469,252.48801,232.744,1,12,1,n02691156_2084
17470,272.80134,221.00133,2,12,1,n02691156_2084
17471,350.15701,204.33581,2,12,1,n02691156_2084
17472,492.47914,147.02083,2,12,1,n02691156_2084
17473,519.17469,147.0,2,12,1,n02691156_2084
17474,487.00001,159.02082,2,12,1,n02691156_2084
17475,360.86134,234.02533,2,12,1,n02691156_2084
17476,353.34285,255.0,2,12,1,n02691156_2084
17477,308.51601,242.0,2,12,1,n02691156_2084
17478,253.0,233.60001,1,13,1,n02691156_2084
17479,256.0,230.0,2,13,1,n02691156_2084
17480,253.16667,239.0,2,13,1,n02691156_2084
17481,258.42166,244.75717,2,13,1,n02691156_2084
17482,271.31468,245.91467,2,13,1,n02691156_2084
17483,272.47666,227.77732,2,13,1,n02691156_2084
17484,260.10901,227.70984,2,13,1,n02691156_2084
17485,254.11433,235.95717,2,13,1,n02691156_2084
17486,256.64267,245.85716,2,13,1,n02691156_2084
17487,268.73566,250.0,2,13,1,n02691156_2084
17488,263.82535,225.396,1,14,1,n02691156_2084
17489,291.76402,217.01067,2,14,1,n02691156_2084
17490,312.00084,220.94733,2,14,1,n02691156_2084
17491,273.67999,246.99867,1,15,1,n02691156_2084
17492,311.68268,249.0,2,15,1,n02691156_2084
17493,314.0,249.83333,1,16,1,n02691156_2084
17494,322.2955,245.9955,2,16,1,n02691156_2084
17495,319.0,232.15266,1,17,1,n02691156_2084
17496,317.00001,244.66668,2,17,1,n02691156_2084
17497,246.0,258.16666,1,18,1,n02691156_2084
17498,229.30449,269.04817,2,18,1,n02691156_2084
17499,310.0,270.0,1,19,1,n02691156_2084
17500,281.70448,277.00449,2,19,1,n02691156_2084
17501,323.16666,271.0,1,20,1,n02691156_2084
17502,309.58933,278.00001,2,20,1,n02691156_2084
17503,288.51599,279.00001,2,20,1,n02691156_2084
17504,232.56084,267.10535,1,21,1,n02691156_2084
17505,178.67867,296.00002,2,21,1,n02691156_2084
17506,175.45833,298.0,1,22,1,n02691156_2084
17507,183.0,298.0,2,22,1,n02691156_2084
17508,170.0,298.0,2,22,1,n02691156_2084
17509,169.58333,302.97916,2,22,1,n02691156_2084
17510,182.71733,302.96399,2,22,1,n02691156_2084
17511,295.48266,280.99733,2,22,1,n02691156_2084
17512,204.0,270.88535,1,23,1,n02691156_2084
17513,208.0,266.0,2,23,1,n02691156_2084
17514,204.0,270.88535,2,23,1,n02691156_2084
17515,206.16667,280.66667,2,23,1,n02691156_2084
17516,224.364,283.00002,2,23,1,n02691156_2084
17517,227.92799,279.74935,2,23,1,n02691156_2084
17518,226.97917,269.47917,2,23,1,n02691156_2084
17519,216.24282,262.35267,2,23,1,n02691156_2084
17520,208.24265,262.22169,2,23,1,n02691156_2084
17521,202.99999,276.51599,2,23,1,n02691156_2084
17522,217.5215,263.0,1,24,1,n02691156_2084
17523,246.1998,263.0,2,24,1,n02691156_2084
17524,216.40134,285.00266,1,25,1,n02691156_2084
17525,248.24285,286.0,2,25,1,n02691156_2084
17526,256.0,280.228,1,26,1,n02691156_2084
17527,253.99983,288.32116,2,26,1,n02691156_2084
17528,194.91271,198.09224,1,0,2,n02691156_2084
17529,221.71102,198.53358,2,0,2,n02691156_2084
17530,276.7007,222.0189,2,0,2,n02691156_2084
17531,295.11403,223.3789,2,0,2,n02691156_2084
17532,466.91138,281.09091,2,0,2,n02691156_2084
17533,189.74736,196.09091,1,1,2,n02691156_2084
17534,177.55305,194.00758,2,1,2,n02691156_2084
17535,169.51139,179.78642,2,1,2,n02691156_2084
17536,164.51138,163.11242,2,1,2,n02691156_2084
17537,169.01138,146.09093,2,1,2,n02691156_2084
17538,186.21138,131.09993,2,1,2,n02691156_2084
17539,210.5114,121.42426,2,1,2,n02691156_2084
17540,265.76475,120.37627,2,1,2,n02691156_2084
17541,319.81141,142.80527,2,1,2,n02691156_2084
17542,327.87541,152.90563,2,1,2,n02691156_2084
17543,370.7114,174.97364,2,1,2,n02691156_2084
17544,404.79673,199.00565,2,1,2,n02691156_2084
17545,442.88609,213.95229,2,1,2,n02691156_2084
17546,453.61159,224.19081,2,1,2,n02691156_2084
17547,483.14708,238.84799,2,1,2,n02691156_2084
17548,480.51135,238.68641,1,2,2,n02691156_2084
17549,487.21589,248.73374,2,2,2,n02691156_2084
17550,491.50871,247.57357,2,2,2,n02691156_2084
17551,495.34205,235.06158,2,2,2,n02691156_2084
17552,512.51136,210.59091,2,2,2,n02691156_2084
17553,510.86854,198.43376,2,2,2,n02691156_2084
17554,516.12202,189.51627,2,2,2,n02691156_2084
17555,534.1007,187.09094,2,2,2,n02691156_2084
17556,558.31007,191.09094,2,2,2,n02691156_2084
17557,552.8069,214.08643,2,2,2,n02691156_2084
17558,543.54738,221.39894,2,2,2,n02691156_2084
17559,543.46974,248.04927,2,2,2,n02691156_2084
17560,534.6327,300.19076,2,2,2,n02691156_2084
17561,493.79669,297.09094,2,2,2,n02691156_2084
17562,460.80684,282.44813,2,2,2,n02691156_2084
17563,471.74338,268.57358,1,3,2,n02691156_2084
17564,416.51133,318.61177,2,3,2,n02691156_2084
17565,429.05302,330.57008,2,3,2,n02691156_2084
17566,440.67803,335.09092,2,3,2,n02691156_2084
17567,462.62469,307.97757,2,3,2,n02691156_2084
17568,463.94735,297.7269,2,3,2,n02691156_2084
17569,472.42802,285.61175,2,3,2,n02691156_2084
17570,469.67003,285.00158,2,3,2,n02691156_2084
17571,478.50868,282.89223,2,3,2,n02691156_2084
17572,489.51135,267.42424,2,3,2,n02691156_2084
